accident_id,latitude,longitude,date_time,road_segment_id,road_name,accident_severity,weather_condition,time_of_day,traffic_density,road_type,num_lanes,has_intersection,has_curve,is_peak_hour,risk_score
375,18.709611,79.374565,2025-07-14 02:50:28,RS_034,Godavarikhani Road,High,Rain,Night,Low,Arterial,2,False,False,False,0.3804
376,18.594206,79.291789,2025-07-14 09:33:45,RS_016,SH-1 Peddapalli-Karimnagar,Low,Heavy Rain,Morning,High,Highway,4,False,False,True,0.5083
377,18.604828,79.355676,2025-07-16 18:45:09,RS_059,Peddapalli Ring Road,Medium,Rain,Evening,Low,Arterial,4,False,False,True,0.4039
378,18.608034,79.34923,2025-07-16 21:51:30,RS_015,SH-1 Peddapalli-Karimnagar,High,Clear,Night,Medium,Highway,4,False,False,False,0.4285
379,18.618464,79.381678,2025-07-17 20:34:02,RS_058,Peddapalli Ring Road,Medium,Rain,Evening,Low,Arterial,4,False,False,False,0.3855
380,18.617405,79.383909,2025-07-20 14:35:20,RS_060,Peddapalli North Link,Medium,Rain,Afternoon,Medium,Arterial,2,False,False,False,0.3608
381,18.574745,79.229077,2025-07-21 13:46:01,RS_018,SH-1 Peddapalli-Karimnagar,Low,Rain,Afternoon,High,Highway,4,False,False,False,0.4966
382,18.59045,79.304819,2025-07-25 16:42:09,RS_021,Karimnagar-Peddapalli Bypass,Medium,Heavy Rain,Afternoon,Low,Highway,6,False,True,False,0.5432
383,18.699785,79.447268,2025-07-26 11:41:27,RS_005,Rajiv Highway (SH-1),Low,Rain,Morning,Medium,Highway,4,False,False,True,0.5387
384,18.58833,79.288516,2025-07-27 21:04:32,RS_022,Karimnagar-Peddapalli Bypass,Low,Clear,Night,Low,Highway,6,True,False,False,0.374
385,18.703091,79.449745,2025-07-29 17:56:50,RS_005,Rajiv Highway (SH-1),Low,Clear,Evening,High,Highway,4,False,False,True,0.4956
386,18.596914,79.296157,2025-07-29 20:48:34,RS_016,SH-1 Peddapalli-Karimnagar,High,Rain,Evening,High,Highway,4,False,False,False,0.5052
387,18.746306,79.494563,2025-07-30 20:36:00,RS_042,Basanthnagar Road,Low,Heavy Rain,Evening,Medium,Arterial,2,False,True,True,0.7588
388,18.607633,79.346168,2025-07-31 21:38:51,RS_015,SH-1 Peddapalli-Karimnagar,Medium,Rain,Night,Medium,Highway,4,False,False,False,0.4393
389,18.694434,79.440571,2025-08-07 23:20:05,RS_005,Rajiv Highway (SH-1),High,Heavy Rain,Night,Low,Highway,4,False,False,False,0.6002
390,18.564892,79.218585,2025-08-08 21:08:54,RS_025,Karimnagar-Peddapalli Bypass,Medium,Clear,Night,Low,Highway,4,True,False,True,0.6313
391,18.671182,79.414593,2025-08-10 09:13:26,RS_003,Rajiv Highway (SH-1),Medium,Clear,Morning,Medium,Highway,6,False,False,False,0.358
392,18.775713,79.455351,2025-08-13 08:13:53,RS_039,Ramagundam Road,Medium,Clear,Morning,High,Arterial,3,False,True,True,0.4353
393,18.755242,79.515351,2025-08-15 14:32:53,RS_011,Rajiv Highway (SH-1),High,Rain,Afternoon,Medium,Highway,4,True,True,False,0.8558
394,18.616367,79.379422,2025-08-16 07:42:51,RS_058,Peddapalli Ring Road,High,Fog,Morning,Low,Arterial,4,False,False,False,0.4349
395,18.729859,79.508796,2025-08-22 23:24:33,RS_008,Rajiv Highway (SH-1),High,Clear,Night,Low,Highway,5,True,False,False,0.6912
396,18.596326,79.332667,2025-08-23 17:38:59,RS_020,Karimnagar-Peddapalli Bypass,Low,Rain,Evening,Medium,Highway,6,False,False,False,0.3947
397,18.678811,79.422175,2025-08-28 00:34:14,RS_003,Rajiv Highway (SH-1),High,Rain,Night,High,Highway,6,False,False,False,0.6083
398,18.744626,79.438922,2025-08-30 17:22:41,RS_036,Godavarikhani Road,Medium,Rain,Evening,Medium,Arterial,2,True,False,False,0.4554
399,18.621584,79.385311,2025-08-31 18:01:02,RS_001,Rajiv Highway (SH-1),Medium,Clear,Evening,High,Highway,6,False,True,False,0.5981
400,18.657829,79.406486,2025-09-01 19:03:31,RS_002,Rajiv Highway (SH-1),Low,Clear,Evening,Low,Highway,4,False,False,False,0.3226
401,18.650113,79.342733,2025-09-01 20:28:40,RS_028,SH-7,Low,Clear,Evening,Medium,Highway,4,True,True,True,0.539
402,18.564173,79.211637,2025-09-02 19:08:02,RS_025,Karimnagar-Peddapalli Bypass,Medium,Clear,Evening,Medium,Highway,4,True,False,True,0.5534
403,18.667992,79.560341,2025-09-02 22:43:59,RS_052,Manthani Road,High,Rain,Night,Medium,Arterial,2,False,True,False,0.4725
404,18.623816,79.374159,2025-09-05 20:31:25,RS_026,SH-7,Low,Rain,Evening,High,Highway,4,True,False,True,0.568
405,18.757694,79.508101,2025-09-07 06:35:43,RS_011,Rajiv Highway (SH-1),High,Rain,Morning,Medium,Highway,4,True,True,True,0.819
406,18.565925,79.219202,2025-09-11 14:06:05,RS_025,Karimnagar-Peddapalli Bypass,Medium,Clear,Afternoon,Medium,Highway,4,True,False,True,0.418
407,18.762362,79.473514,2025-09-18 06:19:50,RS_041,Basanthnagar Road,Medium,Clear,Morning,Medium,Arterial,2,True,False,True,0.3401
408,18.678619,79.579227,2025-09-18 07:30:01,RS_052,Manthani Road,Medium,Heavy Rain,Morning,High,Arterial,2,False,True,False,0.4914
409,18.583252,79.328848,2025-09-18 07:42:42,RS_054,Dharmaram Road,Low,Heavy Rain,Morning,Medium,Local,2,False,False,True,0.406
410,18.579455,79.233999,2025-09-19 15:37:07,RS_018,SH-1 Peddapalli-Karimnagar,Medium,Clear,Afternoon,High,Highway,4,False,False,False,0.4275
411,18.705257,79.360965,2025-09-21 06:20:10,RS_034,Godavarikhani Road,Medium,Rain,Morning,Medium,Arterial,2,False,False,False,0.3693
412,18.743748,79.540683,2025-09-29 13:16:12,RS_009,Rajiv Highway (SH-1),High,Fog,Afternoon,Low,Highway,4,False,False,True,0.7319
413,18.64627,79.347785,2025-09-30 08:07:02,RS_028,SH-7,High,Rain,Morning,Low,Highway,4,True,True,False,0.5474
414,18.71693,79.380666,2025-09-30 15:28:55,RS_034,Godavarikhani Road,Low,Heavy Rain,Afternoon,Low,Arterial,2,False,False,False,0.3817
415,18.568765,79.241871,2025-10-03 22:41:26,RS_024,Karimnagar-Peddapalli Bypass,Low,Clear,Night,Low,Highway,6,False,False,False,0.3676
416,18.626749,79.428383,2025-10-09 17:10:49,RS_047,Manthani Road,Low,Clear,Evening,Low,Arterial,2,False,False,True,0.4309
417,18.605123,79.355863,2025-10-12 12:29:19,RS_053,Dharmaram Road,High,Clear,Afternoon,Medium,Local,2,True,True,True,0.4091
418,18.652709,79.403051,2025-10-12 19:59:42,RS_002,Rajiv Highway (SH-1),Low,Clear,Evening,High,Highway,4,False,False,True,0.5543
419,18.543147,79.273913,2025-10-14 08:49:25,RS_057,Dharmaram Road,Medium,Clear,Morning,Low,Local,2,False,True,True,0.3439
420,18.757185,79.515141,2025-10-17 04:23:07,RS_011,Rajiv Highway (SH-1),High,Clear,Night,Medium,Highway,4,True,True,False,0.7015
421,18.742855,79.541145,2025-10-19 16:32:12,RS_044,Basanthnagar Road,Low,Fog,Afternoon,Low,Arterial,2,False,False,False,0.3256
422,18.759295,79.469237,2025-10-20 14:35:33,RS_038,Ramagundam Road,Medium,Clear,Afternoon,Low,Arterial,3,False,True,False,0.2349
423,18.657803,79.404848,2025-10-20 17:03:30,RS_002,Rajiv Highway (SH-1),Low,Clear,Evening,Medium,Highway,4,False,False,False,0.382
424,18.586268,79.291236,2025-10-21 19:51:20,RS_022,Karimnagar-Peddapalli Bypass,Medium,Clear,Evening,Low,Highway,6,True,False,False,0.4733
425,18.724021,79.490271,2025-10-24 04:30:55,RS_007,Rajiv Highway (SH-1),Medium,Rain,Night,Low,Highway,6,False,False,False,0.7459
426,18.607221,79.344139,2025-10-24 20:09:53,RS_015,SH-1 Peddapalli-Karimnagar,Medium,Rain,Evening,High,Highway,4,False,False,False,0.3855
427,18.773545,79.464263,2025-10-28 17:46:57,RS_013,Rajiv Highway (SH-1),Medium,Fog,Evening,Medium,Highway,6,True,False,True,0.7917
428,18.710713,79.463383,2025-11-01 23:34:10,RS_006,Rajiv Highway (SH-1),High,Clear,Night,High,Highway,6,False,True,True,0.5753
429,18.565302,79.223445,2025-11-04 03:58:29,RS_025,Karimnagar-Peddapalli Bypass,Medium,Clear,Night,Low,Highway,4,True,False,False,0.5131
430,18.642248,79.346334,2025-11-06 05:06:24,RS_027,SH-7,Low,Fog,Night,High,Highway,4,False,False,False,0.5117
431,18.563559,79.219862,2025-11-09 13:53:42,RS_025,Karimnagar-Peddapalli Bypass,Low,Clear,Afternoon,Low,Highway,4,True,False,False,0.3885
432,18.671657,79.372376,2025-11-09 17:00:29,RS_032,Godavarikhani Road,Low,Fog,Evening,Medium,Arterial,2,True,False,False,0.4055
433,18.642167,79.392056,2025-11-13 03:51:00,RS_061,Peddapalli North Link,Low,Fog,Night,Low,Arterial,2,True,True,False,0.6586
434,18.608776,79.363351,2025-11-13 17:10:50,RS_059,Peddapalli Ring Road,Low,Rain,Evening,Medium,Arterial,4,False,False,True,0.3784
435,18.763976,79.492091,2025-11-13 17:48:43,RS_012,Rajiv Highway (SH-1),High,Fog,Evening,Medium,Highway,5,False,False,False,0.8041
436,18.573252,79.228933,2025-11-18 03:06:00,RS_018,SH-1 Peddapalli-Karimnagar,Medium,Fog,Night,Medium,Highway,4,False,False,True,0.5565
437,18.579596,79.321151,2025-11-19 06:15:49,RS_054,Dharmaram Road,High,Fog,Morning,Low,Local,2,False,False,False,0.3261
438,18.7203,79.482766,2025-11-21 09:58:03,RS_007,Rajiv Highway (SH-1),Low,Fog,Morning,High,Highway,6,False,False,False,0.6183
439,18.680445,79.340295,2025-11-21 10:41:41,RS_030,SH-7,Low,Heavy Rain,Morning,High,Highway,4,False,False,True,0.5303
440,18.73954,79.533847,2025-11-21 16:18:51,RS_044,Basanthnagar Road,Low,Fog,Afternoon,Low,Arterial,2,False,False,True,0.506
441,18.629504,79.388187,2025-11-25 23:04:35,RS_060,Peddapalli North Link,High,Heavy Rain,Night,High,Arterial,2,False,False,False,0.4616
442,18.643409,79.397692,2025-11-28 10:50:02,RS_002,Rajiv Highway (SH-1),Medium,Fog,Morning,Medium,Highway,4,False,False,True,0.4789
443,18.607336,79.354752,2025-11-29 18:51:08,RS_014,SH-1 Peddapalli-Karimnagar,Medium,Rain,Evening,High,Highway,4,False,True,True,0.7009
444,18.739822,79.532733,2025-11-30 08:17:31,RS_009,Rajiv Highway (SH-1),Low,Clear,Morning,Low,Highway,4,False,False,True,0.5492
445,18.662127,79.527473,2025-11-30 11:27:32,RS_050,Manthani Road,Low,Heavy Rain,Morning,Medium,Arterial,2,False,False,True,0.5462
446,18.619935,79.378351,2025-12-02 12:08:48,RS_026,SH-7,Low,Clear,Afternoon,High,Highway,4,True,False,True,0.3754
447,18.628206,79.391458,2025-12-04 20:29:49,RS_001,Rajiv Highway (SH-1),Medium,Fog,Evening,Medium,Highway,6,False,True,False,0.6898
448,18.636143,79.357222,2025-12-04 21:49:27,RS_027,SH-7,High,Heavy Rain,Night,Medium,Highway,4,False,False,False,0.516
449,18.677835,79.584431,2025-12-06 19:03:06,RS_052,Manthani Road,Medium,Fog,Evening,High,Arterial,2,False,True,True,0.5721
450,18.570887,79.221302,2025-12-08 20:55:54,RS_019,SH-1 Peddapalli-Karimnagar,Low,Clear,Evening,Low,Highway,4,False,True,False,0.4591
451,18.751488,79.517516,2025-12-11 17:59:04,RS_011,Rajiv Highway (SH-1),High,Fog,Evening,Low,Highway,4,True,True,False,0.7391
452,18.626624,79.417201,2025-12-13 05:24:54,RS_046,Manthani Road,Low,Fog,Night,Low,Arterial,2,False,True,False,0.5002
453,18.703935,79.363258,2025-12-18 13:03:17,RS_034,Godavarikhani Road,Low,Fog,Afternoon,Low,Arterial,2,False,False,False,0.3391
454,18.672114,79.334084,2025-12-20 21:58:06,RS_029,SH-7,Medium,Fog,Night,Low,Highway,4,False,False,False,0.4887
455,18.759145,79.503388,2025-12-23 21:12:50,RS_011,Rajiv Highway (SH-1),Low,Fog,Night,Medium,Highway,4,True,True,False,0.95
456,18.719094,79.484848,2025-12-24 17:37:06,RS_007,Rajiv Highway (SH-1),Medium,Fog,Evening,High,Highway,6,False,False,True,0.839
457,18.702384,79.450982,2025-12-25 19:33:33,RS_005,Rajiv Highway (SH-1),Low,Clear,Evening,Medium,Highway,4,False,False,False,0.3803
458,18.650013,79.34302,2025-12-26 17:19:26,RS_028,SH-7,Low,Clear,Evening,Medium,Highway,4,True,True,False,0.5577
459,18.583966,79.285493,2025-12-28 23:12:53,RS_022,Karimnagar-Peddapalli Bypass,Medium,Fog,Night,High,Highway,6,True,False,False,0.5574
460,18.744211,79.437936,2025-12-30 03:10:03,RS_036,Godavarikhani Road,Low,Clear,Night,Low,Arterial,2,True,False,False,0.3454
461,18.699415,79.449144,2025-12-31 11:07:47,RS_005,Rajiv Highway (SH-1),High,Clear,Morning,High,Highway,4,False,False,True,0.4155
462,18.647912,79.494601,2026-01-01 23:08:20,RS_049,Manthani Road,Low,Fog,Night,Low,Arterial,2,False,True,False,0.4796
463,18.777622,79.454485,2026-01-11 19:08:43,RS_013,Rajiv Highway (SH-1),Medium,Fog,Evening,High,Highway,6,True,False,False,0.7362
464,18.622415,79.374895,2026-01-13 20:22:58,RS_026,SH-7,Low,Clear,Evening,Medium,Highway,4,True,False,True,0.4842
465,18.568993,79.310949,2026-01-14 23:30:13,RS_055,Dharmaram Road,High,Clear,Night,Low,Local,2,False,True,False,0.3659
466,18.707871,79.364551,2026-01-18 19:39:12,RS_034,Godavarikhani Road,Medium,Fog,Evening,High,Arterial,2,False,False,True,0.4695
467,18.766482,79.486838,2026-01-19 18:00:35,RS_012,Rajiv Highway (SH-1),Medium,Rain,Evening,Low,Highway,5,False,False,False,0.5867
468,18.672865,79.572128,2026-01-19 20:51:21,RS_052,Manthani Road,Medium,Fog,Evening,Medium,Arterial,2,False,True,False,0.5303
469,18.775061,79.456542,2026-01-21 17:39:04,RS_040,Basanthnagar Road,Low,Fog,Evening,Medium,Arterial,2,False,False,True,0.431
470,18.720709,79.488689,2026-01-24 03:12:15,RS_007,Rajiv Highway (SH-1),High,Fog,Night,Low,Highway,6,False,False,False,0.6046
471,18.712896,79.369497,2026-01-24 16:02:52,RS_034,Godavarikhani Road,High,Heavy Rain,Afternoon,Low,Arterial,2,False,False,False,0.3471
472,18.685425,79.432531,2026-01-24 18:40:06,RS_004,Rajiv Highway (SH-1),Medium,Fog,Evening,Medium,Highway,6,True,False,False,0.5979
473,18.773464,79.456372,2026-01-26 19:19:15,RS_013,Rajiv Highway (SH-1),High,Heavy Rain,Evening,Medium,Highway,6,True,False,True,0.897
474,18.77558,79.453806,2026-01-27 22:20:26,RS_039,Ramagundam Road,Medium,Rain,Night,High,Arterial,3,False,True,True,0.6006
475,18.706349,79.364373,2026-01-30 11:27:11,RS_034,Godavarikhani Road,Low,Clear,Morning,High,Arterial,2,False,False,True,0.3101
476,18.600444,79.352873,2026-01-31 11:26:39,RS_053,Dharmaram Road,Low,Fog,Morning,Medium,Local,2,True,True,False,0.5055
477,18.775657,79.453266,2026-02-02 17:53:31,RS_039,Ramagundam Road,Low,Clear,Evening,High,Arterial,3,False,True,False,0.4107
478,18.684541,79.342037,2026-02-04 20:56:43,RS_030,SH-7,High,Clear,Evening,Low,Highway,4,False,False,False,0.3678
479,18.685117,79.360905,2026-02-05 22:30:40,RS_033,Godavarikhani Road,Low,Clear,Night,Low,Arterial,2,False,False,False,0.3165
480,18.606388,79.337089,2026-02-06 04:09:07,RS_015,SH-1 Peddapalli-Karimnagar,Medium,Clear,Night,Medium,Highway,4,False,False,True,0.4244
481,18.731794,79.514272,2026-02-08 20:09:12,RS_008,Rajiv Highway (SH-1),High,Heavy Rain,Evening,High,Highway,5,True,False,True,0.7978
482,18.755404,79.478579,2026-02-12 11:34:31,RS_041,Basanthnagar Road,High,Rain,Morning,High,Arterial,2,True,False,True,0.5813
483,18.650324,79.498821,2026-02-15 15:17:35,RS_049,Manthani Road,Medium,Clear,Afternoon,Low,Arterial,2,False,True,False,0.2081
484,18.742364,79.534907,2026-02-17 10:42:40,RS_044,Basanthnagar Road,High,Clear,Morning,Low,Arterial,2,False,False,False,0.2613
485,18.622104,79.387735,2026-02-18 23:53:35,RS_060,Peddapalli North Link,High,Rain,Night,Low,Arterial,2,False,False,False,0.3568
486,18.708877,79.456337,2026-02-21 03:08:57,RS_006,Rajiv Highway (SH-1),Medium,Clear,Night,Medium,Highway,6,False,True,False,0.5434
487,18.605708,79.359635,2026-02-27 16:13:45,RS_059,Peddapalli Ring Road,Medium,Clear,Afternoon,Medium,Arterial,4,False,False,False,0.3553
488,18.767952,79.466899,2026-02-27 17:36:07,RS_038,Ramagundam Road,High,Rain,Evening,Medium,Arterial,3,False,True,True,0.554
489,18.607474,79.364005,2026-02-28 01:47:30,RS_059,Peddapalli Ring Road,Medium,Clear,Night,Medium,Arterial,4,False,False,False,0.3854
490,18.729523,79.508563,2026-03-07 09:32:58,RS_008,Rajiv Highway (SH-1),High,Clear,Morning,Low,Highway,5,True,False,False,0.5763
491,18.753444,79.456973,2026-03-09 05:04:49,RS_037,Godavarikhani Road,Low,Clear,Night,Low,Arterial,4,False,False,False,0.2261
492,18.610706,79.349514,2026-03-10 21:56:26,RS_014,SH-1 Peddapalli-Karimnagar,Medium,Clear,Night,High,Highway,4,False,True,True,0.6677
493,18.611096,79.365398,2026-03-16 23:47:47,RS_059,Peddapalli Ring Road,Low,Clear,Night,Medium,Arterial,4,False,False,False,0.3245
494,18.620326,79.399619,2026-03-19 17:00:13,RS_045,Manthani Road,Low,Clear,Evening,Low,Arterial,2,True,True,True,0.4909
495,18.687092,79.348857,2026-03-21 18:27:06,RS_030,SH-7,Low,Clear,Evening,Medium,Highway,4,False,False,False,0.2791
496,18.649981,79.338856,2026-03-23 06:51:54,RS_028,SH-7,Low,Clear,Morning,Low,Highway,4,True,True,True,0.4105
497,18.672104,79.413755,2026-03-25 11:09:44,RS_003,Rajiv Highway (SH-1),Medium,Clear,Morning,Low,Highway,6,False,False,True,0.4494
498,18.693331,79.437703,2026-03-30 12:10:15,RS_005,Rajiv Highway (SH-1),Low,Clear,Afternoon,Low,Highway,4,False,False,True,0.3517
499,18.747775,79.490827,2026-03-30 12:11:55,RS_042,Basanthnagar Road,Low,Clear,Afternoon,Medium,Arterial,2,False,True,True,0.5378
500,18.648626,79.39873,2026-04-01 09:40:27,RS_002,Rajiv Highway (SH-1),Medium,Rain,Morning,High,Highway,4,False,False,True,0.5687
